time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
2200,2025-09-09 00:00:51,39.3932722957082,-76.9726734034328,0,Available with any HD 360 subscription,Available with any HD 360 subscription,592.36142906055,0.328084,0,0,0,19,2,0,592.36142906055,0,0,0,0,0,0,116.8, 5, 0.1,0,0,364,364,364,1684,-100,-100,-100,100,117.7,0,0,99,4.129,4.129,4.129,4.129,0,0,0,75.56,592.36142906055,0,6,P-GPS,"SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059). Satellite positioning signal weak. Hovering unstable. Fly with caution (Code: 30002)."
2300,2025-09-09 00:00:52,39.3932723038428,-76.9726734242131,0,,,592.36142906055,0.328084,0,0.0065679792128,0.0065679792128,20,2,0,592.36142906055,0,0,0.0065679792128,0,0,0,116.8, 5, 0.1,0,0,364,364,364,1684,-100,-100,-100,100,117.7,0,0,99,4.129,4.129,4.129,4.129,0,0,0,75.56,592.36142906055,0,41,Motors_Started,
2400,2025-09-09 00:00:52,39.3932723138536,-76.9726734460494,0,,,592.36142906055,0.328084,0,0.013719160544,0.0137267392844,20,2,0,592.36142906055,0,0,0.013719160544,0,0,0,116.8, 5, 0.1,0,0,364,364,364,1684,-100,-100,-100,100,117.7,0,0,99,4.129,4.129,4.129,4.129,0,0,0,75.56,592.36142906055,0,41,Motors_Started,"Setting new Return-To-Home altitude to 65m (213 ft). Data Recorder File Index is 69. Setting new Maximum Flight Altitude to 120m (394 ft)"
2500,2025-09-09 00:00:52,39.3932723305125,-76.972673478625,0,,,592.36142906055,0.328084,0,0.0247130257252,0.024740650398,20,2,16.519,592.36142906055,0,0,0.0247130257252,0,0,0,116.8, 5, 0.1,0,0,364,364,364,1684,-100,-100,-100,100,117.8,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
2600,2025-09-09 00:00:52,39.39327235431,-76.9726735180932,0,,,592.36142906055,0.328084,0,0.03875984376,0.038855316204,20,2,16.519,592.36142906055,0,0,0.03875984376,0,0,0,116.8, 5, 0.1,0,0,364,364,364,1684,-100,-100,-100,100,117.9,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
2700,2025-09-09 00:00:52,39.393272341577,-76.9726734654606,0,,,592.36142906055,0.328084,0,0.0242062343704,0.054405841636,20,2,16.519,592.36142906055,0,0,0.03875984376,0,0,0,116.8, 5, 0.1,0,0,891,424,364,1684,-20,-91,-100,100,117.9,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
2800,2025-09-09 00:00:52,39.3932723579639,-76.9726734815017,0,,,592.36142906055,0.328084,0,0.031630086314,0.061902561036,20,2,16.519,592.36142906055,0,0,0.03875984376,0,0,0,116.8, 5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,117.8,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
2900,2025-09-09 00:00:52,39.3932723628065,-76.9726734925848,0,,,592.36142906055,0.328084,0,0.035088255716,0.065492456164,20,2,16.519,592.36142906055,0,0,0.03875984376,0,0,0,116.8, 5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,117.7,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
3000,2025-09-09 00:00:52,39.3932724072703,-76.9726735099063,0,,,592.36142906055,0.328084,0,0.050577101356,0.08243438584,20,2,16.519,592.36142906055,0,0,0.050577101356,0,0,0,116.8, 5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,117.5,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
3100,2025-09-09 00:00:52,39.3932723732307,-76.9726734708843,0,,,592.36142906055,0.328084,0,0.034083662508,0.099026249888,20,2,16.519,592.36142906055,0,0,0.050577101356,0,0,0,116.8, 5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,117.3,0,0,99,4.129,4.129,4.129,4.129,0,0,0.803,75.56,592.36142906055,0,41,Motors_Started,
