time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
1900,2025-09-09 00:33:50,39.3932503462343,-76.9726710760587,0,,,592.18075648259,0.328084,0,0.89927496316,1.11424216164,21,5,15.717,592.18075648259,0,0,0.89927496316,0,0,0,110.4, 4.9, 0,0,0,1024,1024,1176,1024,0,0,23,0,64.3,-45.4,0,72,3.912,3.909,3.907,3.903,0,0,0.837,83.48,592.18075648259,0,10,Assisted_Takeoff,"SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Ambient light too low. Vision system and obstacle sensing unavailable. Fly with caution (Code: 180037). Remote ID functionality normal (Code: 30331). Ambient light too low."
2000,2025-09-09 00:33:50,39.3932503439737,-76.9726710723339,0,,,592.18075648259,0.328084,0,0.89989832276,1.11557746352,21,5,15.717,592.18075648259,0,0,0.89989832276,0,0,0,110.4, 4.9, 0,0,0,1024,1024,1235,1024,0,0,32,0,64.3,-45.4,0,72,3.912,3.909,3.907,3.903,0,0,0.837,83.48,592.18075648259,0,10,Assisted_Takeoff,
2100,2025-09-09 00:33:50,39.3932502364938,-76.9726714802362,0,,,592.18075648259,0.328084,0,0.96493113324,1.2370899346,21,5,15.717,592.18075648259,0,0,0.96493113324,0,0,0,110.3, 5, 0,0,0,1024,1024,1271,1024,0,0,37,0,64.3,-45.4,0,72,3.912,3.909,3.907,3.903,0,0,0.837,83.48,592.18075648259,0,10,Assisted_Takeoff,
2200,2025-09-09 00:33:50,39.3932502378592,-76.972671492874,0,,,592.18075648259,0.328084,0,0.96547903352,1.24068573524,21,5,15.717,592.18075648259,0,0,0.96547903352,0,0,0,110.1, 5, 0,0,0,1024,1024,1271,1024,0,0,37,0,64.3,-45.4,0,72,3.912,3.909,3.907,3.903,0,0,0.837,83.48,592.18075648259,0,10,Assisted_Takeoff,
2300,2025-09-09 00:33:50,39.3932502363343,-76.9726716884387,0,,,592.18075648259,0.328084,0,0.98339570076,1.29583009396,21,5,15.618,592.18075648259,0,0,0.98339570076,0,0,0,110.3, 4.9, 0,0,0,1024,1024,1288,1024,0,0,40,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
2400,2025-09-09 00:33:50,39.3932502344345,-76.9726717127721,0,,,592.18075648259,0.328084,0,0.98640423104,1.30272641964,21,5,15.618,592.18075648259,0,0,0.98640423104,0,0,0,110.7, 4.8, 0,0,0,1024,1024,1296,1024,0,0,41,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
2500,2025-09-09 00:33:50,39.3932500346269,-76.9726720971503,0,,,592.18075648259,0.328084,0,1.09500659672,1.43334322172,21,5,15.618,592.18075648259,0,0,1.09500659672,0,0,0,110.6, 3.5, 0,0,0,1024,1024,1313,1024,0,0,44,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
2600,2025-09-09 00:33:50,39.3932500544525,-76.9726721196988,0,,,592.18075648259,0.328084,0,1.0910597462,1.44297248712,21,5,15.618,592.18075648259,0,0,1.09500659672,0,0,0,110.4, 0.4, 0,0,0,1024,1024,1324,1024,0,0,45,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
2700,2025-09-09 00:33:51,39.3932498994204,-76.9726724287379,0,,,592.18075648259,0.328084,0,1.18019688816,1.54685700488,21,5,15.618,592.18075648259,0,0,1.18019688816,0,0,0,109.8, -3.9, -0.1,0,0,1024,1024,1328,1024,0,0,46,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
2800,2025-09-09 00:33:51,39.3932498486929,-76.97267239813,0,,,592.18075648259,0.328084,0,1.19275922452,1.56728023388,21,5,15.618,592.18075648259,0,0,1.19275922452,0,0,-0.223694,109.4, -7.4, -0.7,0,0,1024,1024,1332,1024,0,0,47,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
2900,2025-09-09 00:33:51,39.3932497980104,-76.9726723959904,0,,,592.18075648259,0.328084,0.223694,1.20904531428,1.58578089064,21,5,15.618,592.18075648259,0,0.223694,1.20904531428,0,0.223694,-0.447388,109.6, -9.3, -0.9,0,0,1024,1024,1332,1024,0,0,47,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.18075648259,0,10,Assisted_Takeoff,
3000,2025-09-09 00:33:51,39.3932497157192,-76.9726720490046,0.328084,,,592.50884048259,0.984252,0.671082,1.19700791232,1.68812013276,21,5,15.618,592.50884048259,0.328084,0.671082,1.20904531428,0,0.671082,-0.894776,110.1, -7.4, -0.7,0,0,1024,1024,1332,1024,0,0,47,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.50884048259,0.328084,10,Assisted_Takeoff,
3100,2025-09-09 00:33:51,39.3932499048145,-76.972670913186,0.328084,,,592.50884048259,1.312336,0.9171454,1.05202431188,2.01572184928,21,5,15.618,592.50884048259,0.328084,0.9171454,1.20904531428,-0.223694,0.894776,-1.342164,110.6, -1.9, -0.1,0,0,1024,1024,1333,1024,0,0,47,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.50884048259,0.328084,6,P-GPS,
3200,2025-09-09 00:33:51,39.3932498582218,-76.9726703856789,0.656168,,,592.83692448259,1.312336,0.9171454,1.063074181,2.16542329764,21,5,15.618,592.83692448259,0.656168,0.9171454,1.20904531428,-0.223694,0.894776,-2.013246,110.3, 2.7, 0.4,0,0,1024,1024,1332,1024,0,0,47,0,64.3,-45.4,0,72,3.91,3.908,3.906,3.902,0,0,3.026,83.48,592.83692448259,0.656168,6,P-GPS,
3300,2025-09-09 00:33:51,39.393250444452,-76.9726691240806,0.984252,,,593.16500848259,1.312336,0.9171454,0.93324806136,2.58049220856,21,5,15.627,593.16500848259,0.984252,0.9171454,1.20904531428,-0.223694,0.671082,-2.460634,110.1, 4.3, 0.3,0,0,1024,1024,1332,1024,0,0,47,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,593.16500848259,0.984252,6,P-GPS,
3400,2025-09-09 00:33:51,39.3932505130924,-76.9726686786972,1.312336,,,593.49309248259,1.64042,0.447388,0.97073822004,2.7085466746,21,5,15.627,593.49309248259,1.312336,0.9171454,1.20904531428,0,0.447388,-2.684328,110.2, 3.7, 0.4,0,0,1024,1024,1333,1024,0,0,47,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,593.49309248259,1.312336,6,P-GPS,
3500,2025-09-09 00:33:51,39.3932506485517,-76.9726686813578,1.968504,,,594.14926048259,1.968504,0.223694,0.92875987224,2.7579725292,20,5,15.627,594.14926048259,1.968504,0.9171454,1.20904531428,0,0.223694,-3.131716,110.3, 2.5, 0.4,0,0,1024,1024,1330,1024,0,0,46,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,594.14926048259,1.968504,6,P-GPS,
3600,2025-09-09 00:33:51,39.3932506294929,-76.9726685503568,2.624672,,,594.80542848259,2.624672,0.223694,0.95533795708,2.79555783224,20,5,15.627,594.80542848259,2.624672,0.9171454,1.20904531428,0,0.223694,-3.131716,110.4, 1.6, 0.1,0,0,1024,1024,1325,1024,0,0,46,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,594.80542848259,2.624672,6,P-GPS,
3700,2025-09-09 00:33:52,39.3932508412153,-76.9726688992383,2.952756,,,595.13351248259,2.952756,0,0.83632220524,2.92063329556,20,5,15.627,595.13351248259,2.952756,0.9171454,1.20904531428,0,0,-3.131716,110.4, 1, 0,0,0,1024,1024,1318,1024,0,0,45,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,595.13351248259,2.952756,6,P-GPS,
3800,2025-09-09 00:33:52,39.3932508416608,-76.9726689655758,3.608924,,,595.78968048259,3.608924,0,0.82623362224,2.93934064524,20,5,15.627,595.78968048259,3.608924,0.9171454,1.20904531428,0,0,-3.131716,110.4, 0.5, 0,0,0,1024,1024,1318,1024,0,0,45,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,595.78968048259,3.608924,6,P-GPS,
3900,2025-09-09 00:33:52,39.3932511547878,-76.972668944424,3.937008,,,596.11776448259,3.937008,0,0.73492128336,3.0537402552,20,5,15.627,596.11776448259,3.937008,0.9171454,1.20904531428,0,0,-2.908022,110.4, 0.2, 0,0,0,1024,1024,1314,1024,0,0,44,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,596.11776448259,3.937008,6,P-GPS,
4000,2025-09-09 00:33:52,39.3932512209737,-76.9726690956012,4.265092,,,596.44584848259,4.593176,0,0.69038059952,3.10272975808,20,5,15.627,596.44584848259,4.265092,0.9171454,1.20904531428,0,0,-2.908022,110.4, 0, 0,0,0,1024,1024,1317,1024,0,0,44,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,596.44584848259,4.265092,6,P-GPS,
4100,2025-09-09 00:33:52,39.393251158129,-76.9726690397731,4.92126,,,597.10201648259,4.92126,0,0.7181922802,3.13054143876,20,5,15.627,597.10201648259,4.92126,0.9171454,1.20904531428,0,0,-2.684328,110.3, -0.5, 0,0,0,1024,1024,1321,1024,0,0,45,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,597.10201648259,4.92126,6,P-GPS,
4200,2025-09-09 00:33:52,39.3932510833041,-76.9726689382603,5.249344,,,597.43010048259,5.577428,0,0.75701117908,3.1700952458,20,5,15.627,597.43010048259,5.249344,0.9171454,1.20904531428,0,0,-2.460634,110.4, -0.1, -0.2,0,0,1024,1024,1323,1024,0,0,45,0,64.3,-45.4,0,72,3.866,3.865,3.859,3.85,0,0,2.652,83.48,597.43010048259,5.249344,6,P-GPS,
4300,2025-09-09 00:33:52,39.3932512785121,-76.972669137694,5.905512,,,598.08626848259,5.905512,0,0.66638125492,3.26083999936,21,5,15.44,598.08626848259,5.905512,0.9171454,1.20904531428,0,0,-2.460634,110.4, 0.2, -0.3,0,0,1024,1024,1317,1024,0,0,44,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,598.08626848259,5.905512,6,P-GPS,
4400,2025-09-09 00:33:52,39.393251236279,-76.9726689994429,6.233596,,,598.41435248259,6.56168,0,0.70182745028,3.3027560112,21,5,15.44,598.41435248259,6.233596,0.9171454,1.20904531428,0,0,-2.460634,110.4, 0.4, -0.2,0,0,1024,1024,1332,1024,0,0,47,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,598.41435248259,6.233596,6,P-GPS,
4500,2025-09-09 00:33:52,39.3932516368606,-76.9726693707177,6.56168,,,598.74243648259,6.889764,0,0.52213256264,3.4825460432,20,5,15.44,598.74243648259,6.56168,0.9171454,1.20904531428,0,0,-2.460634,110.4, 0.5, -0.2,0,0,1024,1024,1345,1024,0,0,49,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,598.74243648259,6.56168,6,P-GPS,
4600,2025-09-09 00:33:52,39.3932516575498,-76.9726692812885,7.217848,,,599.39860448259,7.217848,0,0.53210959708,3.50885838,20,5,15.44,599.39860448259,7.217848,0.9171454,1.20904531428,0,0,-2.684328,110.4, 0.4, 0,0,0,1024,1024,1346,1024,0,0,49,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,599.39860448259,7.217848,6,P-GPS,
4700,2025-09-09 00:33:53,39.3932520864391,-76.9726696620971,7.545932,,,599.72668848259,7.874016,0,0.34383859368,3.6986221656,20,5,15.44,599.72668848259,7.545932,0.9171454,1.20904531428,0,0,-2.684328,110.4, 0.3, 0.1,0,0,1024,1024,1348,1024,0,0,49,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,599.72668848259,7.545932,6,P-GPS,
4800,2025-09-09 00:33:53,39.3932521111297,-76.9726696571972,8.2021,,,600.38285648259,8.2021,0,0.33832678248,3.7077429008,20,5,15.44,600.38285648259,8.2021,0.9171454,1.20904531428,0,0,-2.908022,110.4, 0, 0.2,0,0,1024,1024,1361,1024,0,0,51,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,600.38285648259,8.2021,6,P-GPS,
4900,2025-09-09 00:33:53,39.393252379181,-76.9726700532598,8.530184,,,600.71094048259,8.858268,0,0.190565294812,3.8562009108,20,5,15.44,600.71094048259,8.530184,0.9171454,1.20904531428,0,0,-2.908022,110.4, -0.2, 0.1,0,0,1024,1024,1370,1024,0,0,52,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,600.71094048259,8.530184,6,P-GPS,
5000,2025-09-09 00:33:53,39.3932523642574,-76.9726701639738,9.186352,,,601.36710848259,9.186352,0,0.176058404584,3.8878610168,20,5,15.44,601.36710848259,9.186352,0.9171454,1.20904531428,0,0,-3.131716,110.4, -0.4, 0,0,0,1024,1024,1404,1024,0,0,58,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,601.36710848259,9.186352,6,P-GPS,
5100,2025-09-09 00:33:53,39.3932527507208,-76.9726703290415,9.84252,,,602.02327648259,9.84252,0,0.048960631488,4.0363518352,21,5,15.44,602.02327648259,9.84252,0.9171454,1.20904531428,0,0,-3.35541,110.4, -0.7, -0.1,0,0,1024,1024,1419,1024,0,0,60,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,602.02327648259,9.84252,6,P-GPS,
5200,2025-09-09 00:33:53,39.3932527439361,-76.9726704145242,10.498688,,,602.67944448259,10.170604,0,0.026191109762,4.0605972428,21,5,15.44,602.67944448259,10.498688,0.9171454,1.20904531428,0,0,-3.579104,110.4, -0.9, -0.1,0,0,1024,1024,1427,1024,0,0,61,0,64.3,-45.4,0,72,3.839,3.84,3.839,3.844,0,0,7.054,83.48,602.67944448259,10.498688,6,P-GPS,
5300,2025-09-09 00:33:53,39.3932528565086,-76.9726704948297,11.154856,,,603.33561248259,10.826772,0,0.0313906178024,4.1074804464,20,5,15.386,603.33561248259,11.154856,0.9171454,1.20904531428,0,0,-4.026492,110.4, -0.9, -0.1,0,0,1024,1024,1424,1024,0,0,61,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,603.33561248259,11.154856,6,P-GPS,
5400,2025-09-09 00:33:53,39.3932528742738,-76.9726705286415,11.811024,,,603.99178048259,11.48294,0,0.03863517184,4.1190290032,20,5,15.386,603.99178048259,11.811024,0.9171454,1.20904531428,0,0,-4.47388,110.4, -0.7, -0.1,0,0,1024,1024,1423,1024,0,0,60,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,603.99178048259,11.811024,6,P-GPS,
5500,2025-09-09 00:33:53,39.3932531697513,-76.9726704276941,12.795276,,,604.97603248259,12.139108,0,0.147082681872,4.2305119464,20,5,15.386,604.97603248259,12.795276,0.9171454,1.20904531428,0,0,-4.697574,110.4, -0.4, -0.1,0,0,1024,1024,1419,1024,0,0,60,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,604.97603248259,12.795276,6,P-GPS,
5600,2025-09-09 00:33:53,39.3932531755866,-76.9726704502426,13.451444,,,605.63220048259,12.467192,0,0.14844652706,4.23720486,20,5,15.386,605.63220048259,13.451444,0.9171454,1.20904531428,0,0,-4.921268,110.4, -0.2, 0,0,0,1024,1024,1417,1024,0,0,60,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,605.63220048259,13.451444,6,P-GPS,
5700,2025-09-09 00:33:54,39.393253355772,-76.9726707481848,14.435696,,,606.61645248259,13.451444,0,0.22460958724,4.3438977768,19,5,15.386,606.61645248259,14.435696,0.9171454,1.20904531428,0,0,-4.921268,110.4, -0.2, 0,0,0,1024,1024,1421,1024,0,0,60,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,606.61645248259,14.435696,6,P-GPS,
5800,2025-09-09 00:33:54,39.393253356361,-76.9726707859763,15.091864,,,607.27262048259,14.107612,0,0.228345151664,4.3545605068,19,5,15.386,607.27262048259,15.091864,0.9171454,1.20904531428,0,0,-4.921268,110.4, -0.4, -0.1,0,0,1024,1024,1425,1024,0,0,61,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,607.27262048259,15.091864,6,P-GPS,
5900,2025-09-09 00:33:54,39.3932534653011,-76.9726709615534,16.076116,,,608.25687248259,14.76378,0,0.284821531424,4.4180447608,20,5,15.386,608.25687248259,16.076116,0.9171454,1.20904531428,0,0,-4.697574,110.4, -0.6, 0,0,0,1024,1024,1428,1024,0,0,61,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,608.25687248259,16.076116,6,P-GPS,
6000,2025-09-09 00:33:54,39.3932534911778,-76.9726710152419,17.060368,,,609.24112448259,15.091864,0,0.300268382312,4.4358925304,20,5,15.386,609.24112448259,17.060368,0.9171454,1.20904531428,0,0,-4.697574,110.4, -0.9, 0,0,0,1024,1024,1430,1024,0,0,62,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,609.24112448259,17.060368,6,P-GPS,
6100,2025-09-09 00:33:54,39.3932535855755,-76.9726712649054,17.716536,,,609.89729248259,16.076116,0,0.36719817448,4.5142389896,20,5,15.386,609.89729248259,17.716536,0.9171454,1.20904531428,0,0,-4.921268,110.4, -1, 0,0,0,1024,1024,1430,1024,0,0,62,0,64.3,-45.4,0,72,3.845,3.846,3.841,3.833,0,0,10.751,83.66,609.89729248259,17.716536,6,P-GPS,
